sentence_index;text
808;Мы понимаем что для морской грузоперевозки требуется специальная упаковка Пожалуйста предоставьте рекомендации
809;Мы выбрали морской контейнер для перевозки нашей партии товаров Пожалуйста оформите необходимые документы
810;Из-за неблагоприятных погодных условий на море мы вынуждены перенести дату отправки наших товаров
811;Мы бы хотели узнать о возможности предоставления складских услуг после морской грузоперевозки
812;Наши товары требуют специфических температурных условий во время морской грузоперевозки Пожалуйста учтите это
813;Пожалуйста предоставьте нам отчет о состоянии наших товаров после морской грузоперевозки
814;Мы решили сотрудничать с вашей компанией для морской грузоперевозки нашей продукции
815;Пожалуйста уточните ожидаемые сроки доставки наших товаров после морской грузоперевозки
816;Мы приняли решение завершить сотрудничество с вашей компанией для морской грузоперевозки
817;Морские грузоперевозки являются эффективным способом транспортировки больших объемов грузов по всему миру
818;Пожалуйста предоставьте мне расчет стоимости морской грузоперевозки для наших товаров
819;Мы выбрали морские грузоперевозки для доставки наших товаров из-за их надежности
820;Давайте обсудим условия и сроки морской грузоперевозки для нашей партии товаров
821;Извините за неудобства но морская грузоперевозка наших товаров задерживается
822;Мы подтверждаем оформление морской грузоперевозки для нашей партии товаров
823;Мы хотели бы узнать текущий статус морской грузоперевозки нашей партии товаров
824;Пожалуйста предоставьте нам необходимые документы для оформления морской грузоперевозки
825;Мы рады сообщить что наши товары успешно прибыли после морской грузоперевозки
826;Пожалуйста предоставьте нам информацию о таможенных процедурах в рамках морской грузоперевозки
827;Можете ли вы предоставить информацию о доступных маршрутах морской грузоперевозки?
828;Мы понимаем что для морской грузоперевозки требуется специальная упаковка Пожалуйста предоставьте рекомендации
829;Мы выбрали морской контейнер для перевозки нашей партии товаров Пожалуйста оформите необходимые документы
830;Из-за неблагоприятных погодных условий на море мы вынуждены перенести дату отправки наших товаров
831;Мы бы хотели узнать о возможности предоставления складских услуг после морской грузоперевозки
832;Наши товары требуют специфических температурных условий во время морской грузоперевозки Пожалуйста учтите это
833;Пожалуйста предоставьте нам отчет о состоянии наших товаров после морской грузоперевозки
834;Мы решили сотрудничать с вашей компанией для морской грузоперевозки нашей продукции
835;Пожалуйста уточните ожидаемые сроки доставки наших товаров после морской грузоперевозки
836;Мы приняли решение завершить сотрудничество с вашей компанией для морской грузоперевозки
837;Коносамент - это документ подтверждающий договоренности между отправителем получателем и перевозчиком груза
838;Пожалуйста предоставьте мне копию коносамента для нашей грузоперевозки
839;Мы получили оригинал коносамента для наших товаров Спасибо за оперативность
840;Мы подтверждаем отправку оригинала коносамента банком для процедур оплаты
841;Пожалуйста уточните детали описания груза в коносаменте
842;Мы обнаружили некоторые неточности в описании груза в коносаменте Пожалуйста проверьте
843;Прошу вас внести необходимые корректировки в описание груза в коносаменте
844;К сожалению оригинал коносамента был утерян во время доставки Пожалуйста предоставьте инструкции
845;Мы бы предпочли получить электронный коносамент для ускорения процедур
846;Мы хотели бы уведомить вас о предстоящей доставке наших товаров в соответствии с коносаментом
847;Мы бы хотели изменить адрес доставки указанный в коносаменте Пожалуйста обновите информацию
848;Для получения груза по коносаменту требуется наше официальное уполномоченное лицо Пожалуйста примите это во внимание
849;Мы потеряли оригинал коносамента Пожалуйста предоставьте нам дубликат
850;К сожалению получение оригинала коносамента задерживается Пожалуйста уточните причины
851;Просим внести дополнительную информацию в коносамент о специальных условиях доставки
852;Мы обнаружили что коносамент выдан на имя другой компании Пожалуйста уточните ситуацию
853;Пожалуйста подтвердите что груз был доставлен в соответствии с условиями коносамента
854;Мы получили только часть коносамента Пожалуйста предоставьте остальные документы
855;Пожалуйста укажите информацию о страховании груза в коносаменте
856;Мы получили электронный коносамент Спасибо за вашу оперативность
857;Мы бы хотели добавить дополнительные требования в описание груза в коносаменте Пожалуйста внесите изменения
858;Пожалуйста предоставьте нам мультимодальный коносамент для нашей грузоперевозки
859;К сожалению оригинал мультимодального коносамента был утерян Пожалуйста предоставьте нам дубликат
860;Пожалуйста предоставьте нам информацию о правилах и процедурах использования электронного коносамента
861;Из-за технических проблем мы не можем оформить коносамент в срок Пожалуйста понимайте нас
862;Мы бы хотели получить подробное описание товара в коносаменте Пожалуйста уточните детали
863;Мы приняли решение изменить получателя груза указанного в коносаменте Пожалуйста обновите информацию
864;Пожалуйста предоставьте нам образец коносамента для ознакомления с его формой и содержанием
865;Мы заметили ошибку в коносаменте Пожалуйста внесите необходимые исправления
866;Пожалуйста объясните процедуру получения груза по коносаменту включая необходимые документы
867;Фрахт - это плата за аренду и использование транспортных средств или судов для перевозки грузов
868;Пожалуйста предоставьте расчет стоимости фрахта для нашей грузоперевозки
869;Мы согласовали стоимость фрахта с вашей компанией Пожалуйста подтвердите соглашение
870;Пожалуйста уточните включена ли страховка в стоимость фрахта
871;Из-за изменения экономических условий стоимость фрахта будет пересмотрена
872;Пожалуйста предоставьте подробную информацию о том как формируется стоимость фрахта
873;Обратите внимание что некоторые дополнительные расходы не включены в стоимость фрахта
874;Пожалуйста предоставьте нам информацию о способах и сроках оплаты фрахта
875;Стоимость фрахта включает в себя дополнительные услуги такие как страхование и складирование
876;Пожалуйста подтвердите что вы согласны с предложенными условиями фрахта
877;Мы хотели бы уведомить вас о временном изменении ставки фрахта из-за рыночных условий
878;Пожалуйста предоставьте нам расчет стоимости для нескольких вариантов фрахта
879;Обратите внимание что помимо основной ставки фрахта есть дополнительные сборы
880;Мы бы хотели обсудить возможное снижение стоимости фрахта в связи с большим объемом груза
881;Пожалуйста подготовьте предоплату за фрахт в соответствии с условиями договора
882;Пожалуйста подготовьте фрахтовый контракт для нашей грузоперевозки
883;Мы применяем дифференцированную ставку фрахта в зависимости от маршрута и расстояния
884;Мы бы хотели попросить о предоставлении скидки на стоимость фрахта в связи с долгосрочным сотрудничеством
885;Пожалуйста учтите что стоимость фрахта включает дополнительные услуги такие как разгрузка и погрузка
886;Мы бы хотели обсудить возможность установки стоимости фрахта в зависимости от тоннажа груза
887;Мы рассчитали стоимость фрахта для выбранного вами маршрута Пожалуйста ознакомьтесь с данными
888;Пожалуйста предоставьте нам подробную информацию о условиях оплаты фрахта
889;Мы предпочли бы фиксированную стоимость фрахта для данной грузоперевозки Возможно ли это?
890;Мы предоставляем бонусы за крупные объемы грузоперевозок Пожалуйста уточните детали
891;Пожалуйста подготовьте фрахтовое соглашение для нашей грузоперевозки
892;Сроки оплаты фрахта следует указать в соответствии с условиями договора
893;Мы бы хотели узнать о возможности рассрочки по оплате фрахта Пожалуйста предоставьте информацию
894;Пожалуйста уточните какие дополнительные услуги включены в стоимость фрахта
895;Пожалуйста предоставьте информацию о стандартах безопасности соблюдение которых необходимо при фрахте
896;Пограничные переходы - это места где осуществляется контроль при пересечении государственной границы
897;Пожалуйста предоставьте информацию о рабочих часах пограничного перехода
898;Обратите внимание что на пограничном переходе временно действуют ограничения
899;Пожалуйста уточните список документов необходимых для пересечения границы
900;Сообщаем что на пограничном переходе могут быть проведены дополнительные проверки
901;Пожалуйста предоставьте сведения о таможенных процедурах на данном пограничном переходе
902;Информируем о временном закрытии пограничного перехода в связи с обстоятельствами
903;Пожалуйста подтвердите какие правила действуют на пограничном переходе в настоящее время
904;Для пересечения границы требуется предварительно подать заявку
905;Пожалуйста уточните есть ли вероятность задержек при пересечении границы
906;Пожалуйста предоставьте информацию о визовых требованиях для пересечения границы
907;Обратите внимание на установленный порядок движения на данном пограничном переходе
908;Пожалуйста уточните проводятся ли медицинские проверки при пересечении границы
909;Информируем что на данном пограничном переходе действует пункт обмена валюты
910;Пожалуйста уточните доступны ли транспортные средства для пересечения границы
911;Обратите внимание что на данном пограничном переходе могут проводиться дополнительные таможенные проверки
912;Пожалуйста уточните ограничения на объем товаров которые можно провозить через границу
913;Информируем что вы можете получить информацию о пограничном переходе через онлайн-ресурсы
914;Пожалуйста опишите процедуру въезда и выезда через данный пограничный переход
915;Информируем что на данном пограничном переходе допускается использование электронных документов
916;Пожалуйста предоставьте сведения о наличии видеокамер на данном пограничном переходе
917;Обратите внимание что для успешного пересечения границы необходимо предъявить соответствующие документы
918;Пожалуйста уточните возможно ли пересечение границы пешком на данном пограничном переходе
919;Информируем что автотранспорт пересекающий границу должен соответствовать определенным требованиям
920;Пожалуйста уточните предоставляется ли услуга визовой поддержки на данном пограничном переходе
921;Пожалуйста ознакомьтесь с правилами и ограничениями при ввозе и вывозе товаров через границу
922;Пожалуйста предоставьте перечень дополнительных сервисов для путешественников на данном пограничном переходе
923;Пожалуйста уточните предоставляется ли возможность бесконтактного сканирования документов при пересечении границы
924;Информируем что на данном пограничном переходе введены дополнительные меры безопасности
925;Обратите внимание что существуют определенные правила для пересечения границы с питомцами
926;Информируем что на данном пограничном переходе есть возможность оформить электронную регистрацию
927;Пожалуйста уточните есть ли на данном пограничном переходе специальные проходы для определенных категорий путешественников
928;Обратите внимание что на данном пограничном переходе запрещен ввоз определенных товаров
929;Пожалуйста предоставьте информацию о процедуре декларирования наличных средств при пересечении границы
930;Информируем что на данном пограничном переходе имеются специальные пункты для пограничных покупок
931;Пожалуйста уточните можно ли оформить временное въездное разрешение на данном пограничном переходе
932;Информируем что на данном пограничном переходе есть пункты питания
933;Извините за неудобства поезд задерживается из-за технической неисправности
934;Поезд временно находится в ремонте из-за поломки
935;Информируем о неисправности системы кондиционирования в поезде
936;Поезд временно остановлен из-за технической проблемы
937;Обнаружена неисправность электрической системы в одном из вагонов
938;Просим пассажиров ожидать ремонта поезда и извиняемся за неудобства
939;Из-за поломки этот поезд временно заменен на другой
940;Поезд задерживается из-за технической неисправности Мы уже работаем над устранением проблемы
941;В связи с серьезной поломкой пассажирам следует эвакуироваться из поезда
942;Если вы не хотите ожидать ремонта поезда вы можете вернуть билет и получить компенсацию
943;Извините за задержку поезд временно стоит из-за технической неисправности
944;Поезд находится на станции для технического обслуживания и устранения неисправности
945;В связи с поломкой данный поезд временно заменен на другой
946;Просим пассажиров пересесть на другой поезд из-за неисправности
947;Временно прекращено движение поезда из-за технической неисправности
948;Неисправность поезда произошла из-за технической поломки
949;В связи с неисправностью мы предоставляем компенсацию за вызванные неудобства
950;Поезд возобновляет движение после успешного ремонта
951;Поезд задерживается из-за технической неисправности и прибытие будет отложено
952;В связи с неисправностью рекомендуется рассмотреть альтернативные маршруты
953;Информируем о возникшей неисправности на судне
954;Временно приостановлено движение судна из-за технической неисправности
955;Судно находится в ремонте для устранения неисправности
956;Извините за задержку отправление судна отложено из-за технической неисправности
957;Неисправность судна произошла из-за технической поломки
958;Судно возобновляет движение после успешного ремонта
959;В связи с неисправностью маршрут судна может быть изменен
960;Мы предоставляем компенсацию за вызванные неудобства из-за неисправности судна
961;Временно заменено планируемое судно из-за технической неисправности
962;Если вы не хотите ожидать ремонта судна вы можете вернуть билет и получить компенсацию
963;Оборудование на судне испытывает технические проблемы и это может повлиять на план отправления
964;Планируется ремонт судна для предотвращения возможных неисправностей в будущем
965;В связи с неожиданной неисправностью отправление судна переносится на более поздний срок
966;Мы проводим проверку судна и работаем над устранением возникших проблем
967;Из-за серьезной неисправности судно в маршруте будет заменено на другое
968;Возможна задержка прибытия судна из-за неисправности Мы стараемся ускорить ремонт
969;В связи с возникшей неисправностью мы проводим аварийную инспекцию судна
970;Временно приостановлены перевозки на данном судне из-за технической неисправности
971;Проблема на судне успешно устранена и перевозки будут возобновлены
972;Ремонт судна потребует дополнительного времени из-за сложности неисправности
973;Судно столкнулось с технической неисправностью и мы активно работаем над ее устранением
974;Из-за неожиданной неисправности судна отправление будет задержано
975;Необходим ремонт судна для обеспечения безопасности и надежности
976;Судно будет временно выведено из эксплуатации для запланированного обслуживания и ремонта
977;В связи с неисправностью судна рекомендуется пассажирам принять определенные меры
978;Мы предприняли технические меры для устранения неисправности на судне
979;Просим учесть возможные изменения в расписании из-за технической неисправности
980;Мы разработали план по ремонту и восстановлению судна после неисправности
981;Регулярное обслуживание судна является важным для предотвращения возможных неисправностей
982;Из-за неисправности маршрут судна может быть временно изменен
983;Мы хотели бы сообщить что порожний контейнер был успешно сдан на терминал
984;Процесс сдачи порожнего контейнера завершен и он готов к дальнейшим операциям
985;Порожний контейнер был сдан на терминал согласно установленному расписанию
986;Мы провели проверку порожнего контейнера перед его сдачей на терминал
987;Пожалуйста предоставьте все необходимые документы для сдачи порожнего контейнера
988;Мы получили подтверждение о сдаче порожнего контейнера на терминал
989;Сдача порожнего контейнера на терминал завершена и он готов к дальнейшим действиям
990;Пожалуйста доставьте порожний контейнер на указанное место на терминале
991;Просим соблюдать все установленные процедуры при сдаче порожнего контейнера
992;Порожний контейнер готов к сдаче на терминал в соответствии с вашим запросом
993;Хотели бы сообщить что порожний контейнер успешно передан на терминал
994;Процесс сдачи порожнего контейнера завершен и он ожидает дальнейших инструкций
995;Порожний контейнер передан на терминал в соответствии с установленным графиком
996;Перед сдачей на терминал мы провели проверку порожнего контейнера
997;Пожалуйста предоставьте все необходимые документы для успешной сдачи порожнего контейнера
998;Мы получили подтверждение о сдаче порожнего контейнера на терминал
999;Сдача порожнего контейнера на терминал завершена и он готов к дальнейшим операциям
1000;Пожалуйста доставьте порожний контейнер на указанное место на терминале
1001;Просим соблюдать все необходимые процедуры при сдаче порожнего контейнера на терминал
1002;Порожний контейнер готов к сдаче на терминал в соответствии с вашим запросом
1003;Мы хотели бы уведомить вас о предстоящем досмотре контейнера на терминале
1004;Процедура досмотра контейнера будет проведена согласно установленным стандартам
1005;Для обеспечения безопасности и соответствия стандартам требуется провести досмотр контейнера
1006;Досмотр контейнера запланирован на определенное время и место на терминале
1007;Пожалуйста подготовьте все необходимые документы для проведения досмотра контейнера
1008;Досмотр контейнера будет проводиться квалифицированными сотрудниками для обеспечения точности и надежности
1009;Все данные полученные в результате досмотра контейнера будут рассматриваться конфиденциально
1010;Досмотр контейнера имеет важное значение для обеспечения безопасности и целостности груза
1011;По завершении досмотра контейнера мы предоставим вам подробные результаты
1012;Просим учесть что расписание может измениться из-за проведения досмотра контейнера
1013;Сообщаем о необходимости проведения досмотра контейнера на терминале
1014;Досмотр контейнера осуществляется для обеспечения безопасности груза и соблюдения нормативов
1015;Мы ожидаем вашего подтверждения согласия на проведение досмотра контейнера
1016;Пожалуйста подготовьте контейнер для прохождения досмотра на терминале
1017;Процедура досмотра контейнера будет проводиться прозрачно и с соблюдением нормативов
1018;Дата и время досмотра контейнера подтверждены согласно вашему запросу
1019;Пожалуйста предоставьте все необходимые документы для успешного досмотра контейнера
1020;Для обеспечения безопасности в процессе досмотра контейнера требуется соблюдение определенных стандартов
1021;Просим учесть что проведение досмотра контейнера может вызвать небольшие задержки в расписании
1022;Досмотр контейнера проводится для обеспечения сохранности и безопасности груза
